0; 24,3707; 
1; 15,4439; 
2; 9,92682; 
3; 6,51708; 
4; 4,40974; 
5; 3,10734; 
6; 2,30241; 
7; 1,80493; 
8; 1,49747; 
9; 1,30746; 
10; 1,19002; 
11; 1,11744; 
12; 1,07258; 
13; 1,04486; 
14; 1,02772; 
15; 1,01713; 
16; 1,01059; 
17; 1,00654; 
18; 1,00404; 
19; 1,0025; 
20; 1,00154; 
21; 1,00095; 
22; 1,00059; 
23; 1,00036; 
24; 1,00023; 
25; 1,00014; 
26; 1,00009; 
27; 1,00005; 
28; 1,00003; 
29; 1,00002; 
30; 1,00001; 
31; 1,00001; 
32; 1,00001; 
