0;5;1;10; 
1;4,98233;1,02667;11,3766; 
2;4,96468;1,05329;12,6799; 
3;4,94707;1,07987;13,9155; 
4;4,92949;1,10641;15,0886; 
5;4,91194;1,1329;16,2036; 
6;4,89442;1,15935;17,2647; 
7;4,87693;1,18575;18,2756; 
8;4,85948;1,21211;19,2398; 
9;4,84205;1,23843;20,1604; 
10;4,82466;1,2647;21,0401; 
11;4,8073;1,29093;21,8817; 
12;4,78997;1,31712;22,6874; 
13;4,77267;1,34327;23,4595; 
14;4,7554;1,36937;24,2; 
15;4,73816;1,39543;24,9107; 
16;4,72096;1,42145;25,5934; 
17;4,70378;1,44743;26,2495; 
18;4,68664;1,47336;26,8807; 
19;4,66953;1,49925;27,4883; 
20;4,65245;1,52511;28,0735; 
21;4,6354;1,55091;28,6375; 
22;4,61838;1,57668;29,1813; 
23;4,6014;1,60241;29,7061; 
24;4,58444;1,62809;30,2128; 
25;4,56752;1,65373;30,7022; 
26;4,55063;1,67934;31,1753; 
27;4,53376;1,7049;31,6326; 
28;4,51694;1,73041;32,0751; 
29;4,50014;1,75589;32,5034; 
30;4,48337;1,78133;32,9181; 
31;4,46663;1,80673;33,3199; 
32;4,44993;1,83208;33,7093; 
33;4,43326;1,8574;34,0868; 
34;4,41661;1,88267;34,453; 
35;4,4;1,90791;34,8083; 
36;4,38342;1,9331;35,1532; 
37;4,36687;1,95825;35,4881; 
38;4,35036;1,98337;35,8134; 
39;4,33387;2,00844;36,1296; 
40;4,31742;2,03347;36,4369; 
41;4,301;2,05846;36,7357; 
42;4,2846;2,08342;37,0263; 
43;4,26824;2,10833;37,3091; 
44;4,25191;2,1332;37,5843; 
45;4,23562;2,15804;37,8522; 
46;4,21935;2,18283;38,1132; 
47;4,20311;2,20758;38,3673; 
48;4,18691;2,2323;38,615; 
49;4,17074;2,25697;38,8563; 
50;4,1546;2,28161;39,0916; 
51;4,13849;2,3062;39,321; 
52;4,12241;2,33076;39,5447; 
53;4,10636;2,35527;39,763; 
54;4,09034;2,37975;39,9759; 
55;4,07436;2,40419;40,1838; 
56;4,05841;2,42859;40,3867; 
57;4,04248;2,45295;40,5848; 
58;4,02659;2,47727;40,7782; 
59;4,01073;2,50155;40,9672; 
60;3,9949;2,52579;41,1518; 
61;3,97911;2,55;41,3322; 
62;3,96334;2,57416;41,5085; 
63;3,94761;2,59829;41,6808; 
64;3,9319;2,62238;41,8493; 
65;3,91623;2,64643;42,0141; 
66;3,90059;2,67044;42,1752; 
67;3,88498;2,69441;42,3328; 
68;3,8694;2,71834;42,487; 
69;3,85386;2,74224;42,6378; 
70;3,83834;2,76609;42,7854; 
71;3,82286;2,78991;42,9299; 
72;3,8074;2,81369;43,0714; 
73;3,79198;2,83743;43,2098; 
74;3,77659;2,86113;43,3454; 
75;3,76123;2,88479;43,4782; 
76;3,74591;2,90842;43,6082; 
77;3,73061;2,93201;43,7356; 
78;3,71534;2,95556;43,8603; 
79;3,70011;2,97907;43,9826; 
80;3,68491;3,00254;44,1024; 
81;3,66974;3,02598;44,2197; 
82;3,6546;3,04937;44,3348; 
83;3,63949;3,07273;44,4475; 
84;3,62441;3,09605;44,5581; 
85;3,60937;3,11934;44,6665; 
86;3,59435;3,14258;44,7727; 
87;3,57937;3,16579;44,8769; 
88;3,56442;3,18896;44,9791; 
89;3,54949;3,21209;45,0793; 
90;3,5346;3,23519;45,1776; 
91;3,51975;3,25824;45,274; 
92;3,50492;3,28126;45,3685; 
93;3,49012;3,30424;45,4613; 
94;3,47536;3,32718;45,5524; 
95;3,46063;3,35009;45,6417; 
96;3,44592;3,37296;45,7293; 
97;3,43125;3,39579;45,8154; 
98;3,41662;3,41858;45,8998; 
99;3,40201;3,44134;45,9826; 
100;3,38743;3,46406;46,064; 
101;3,37289;3,48674;46,1438; 
102;3,35837;3,50938;46,2222; 
103;3,34389;3,53199;46,2991; 
104;3,32944;3,55456;46,3746; 
105;3,31502;3,57709;46,4488; 
106;3,30063;3,59958;46,5216; 
107;3,28627;3,62204;46,5931; 
108;3,27194;3,64446;46,6633; 
109;3,25765;3,66684;46,7322; 
110;3,24339;3,68919;46,7999; 
111;3,22915;3,7115;46,8664; 
112;3,21495;3,73377;46,9317; 
113;3,20078;3,756;46,9958; 
114;3,18664;3,7782;47,0588; 
115;3,17254;3,80036;47,1207; 
116;3,15846;3,82249;47,1815; 
117;3,14442;3,84457;47,2412; 
118;3,1304;3,86662;47,2998; 
119;3,11642;3,88864;47,3574; 
120;3,10247;3,91061;47,414; 
121;3,08855;3,93255;47,4696; 
122;3,07466;3,95445;47,5242; 
123;3,06081;3,97632;47,5778; 
124;3,04698;3,99815;47,6305; 
125;3,03319;4,01994;47,6823; 
126;3,01942;4,04169;47,7331; 
127;3,00569;4,06341;47,7831; 
128;2,99199;4,08509;47,8322; 
129;2,97832;4,10674;47,8804; 
130;2,96469;4,12835;47,9278; 
131;2,95108;4,14992;47,9743; 
132;2,9375;4,17146;48,02; 
133;2,92396;4,19295;48,0649; 
134;2,91045;4,21442;48,1091; 
135;2,89697;4,23584;48,1524; 
136;2,88352;4,25723;48,195; 
137;2,8701;4,27858;48,2368; 
138;2,85671;4,2999;48,2779; 
139;2,84335;4,32118;48,3183; 
140;2,83003;4,34242;48,3579; 
141;2,81674;4,36363;48,3969; 
142;2,80347;4,3848;48,4351; 
143;2,79024;4,40594;48,4727; 
144;2,77704;4,42703;48,5096; 
145;2,76388;4,4481;48,5458; 
146;2,75074;4,46912;48,5814; 
147;2,73763;4,49011;48,6164; 
148;2,72456;4,51106;48,6507; 
149;2,71151;4,53198;48,6844; 
150;2,6985;4,55286;48,7175; 
151;2,68552;4,57371;48,75; 
152;2,67257;4,59451;48,782; 
153;2,65966;4,61529;48,8133; 
154;2,64677;4,63602;48,844; 
155;2,63391;4,65672;48,8742; 
156;2,62109;4,67738;48,9039; 
157;2,6083;4,69801;48,933; 
158;2,59554;4,7186;48,9615; 
159;2,5828;4,73916;48,9895; 
160;2,57011;4,75968;49,017; 
161;2,55744;4,78016;49,044; 
162;2,5448;4,80061;49,0705; 
163;2,5322;4,82102;49,0964; 
164;2,51962;4,8414;49,1219; 
165;2,50708;4,86174;49,1469; 
166;2,49457;4,88204;49,1714; 
167;2,48209;4,90231;49,1954; 
168;2,46964;4,92254;49,219; 
169;2,45722;4,94274;49,2421; 
170;2,44484;4,9629;49,2647; 
171;2,43248;4,98302;49,2869; 
172;2,42016;5,00311;49,3087; 
173;2,40787;5,02316;49,33; 
174;2,39561;5,04318;49,3509; 
175;2,38338;5,06316;49,3713; 
176;2,37118;5,08311;49,3914; 
177;2,35901;5,10302;49,411; 
178;2,34688;5,12289;49,4302; 
179;2,33477;5,14273;49,449; 
180;2,3227;5,16254;49,4674; 
181;2,31066;5,1823;49,4854; 
182;2,29865;5,20203;49,5031; 
183;2,28667;5,22173;49,5203; 
184;2,27472;5,24139;49,5372; 
185;2,26281;5,26102;49,5537; 
186;2,25092;5,28061;49,5698; 
187;2,23907;5,30016;49,5856; 
188;2,22724;5,31968;49,601; 
189;2,21545;5,33916;49,616; 
190;2,20369;5,35861;49,6307; 
191;2,19196;5,37802;49,6451; 
192;2,18027;5,3974;49,6591; 
193;2,1686;5,41674;49,6727; 
194;2,15697;5,43604;49,6861; 
195;2,14536;5,45531;49,6991; 
196;2,13379;5,47455;49,7117; 
197;2,12225;5,49375;49,7241; 
198;2,11074;5,51291;49,7361; 
199;2,09926;5,53204;49,7478; 
200;2,08781;5,55113;49,7592; 
201;2,0764;5,57019;49,7703; 
202;2,06501;5,58921;49,7811; 
203;2,05366;5,6082;49,7916; 
204;2,04234;5,62715;49,8018; 
205;2,03105;5,64607;49,8116; 
206;2,01979;5,66495;49,8212; 
207;2,00856;5,68379;49,8306; 
208;1,99736;5,7026;49,8396; 
209;1,9862;5,72138;49,8483; 
210;1,97506;5,74012;49,8568; 
211;1,96396;5,75882;49,865; 
212;1,95289;5,77749;49,8729; 
213;1,94185;5,79613;49,8805; 
214;1,93084;5,81473;49,8879; 
215;1,91986;5,83329;49,895; 
216;1,90892;5,85182;49,9018; 
217;1,898;5,87032;49,9084; 
218;1,88712;5,88877;49,9147; 
219;1,87627;5,9072;49,9208; 
220;1,86544;5,92559;49,9266; 
221;1,85465;5,94394;49,9322; 
222;1,8439;5,96226;49,9375; 
223;1,83317;5,98054;49,9426; 
224;1,82247;5,99879;49,9474; 
225;1,81181;6,01701;49,952; 
226;1,80117;6,03518;49,9564; 
227;1,79057;6,05333;49,9605; 
228;1,78;6,07144;49,9644; 
229;1,76946;6,08951;49,9681; 
230;1,75895;6,10755;49,9715; 
231;1,74848;6,12555;49,9747; 
232;1,73803;6,14352;49,9777; 
233;1,72762;6,16145;49,9805; 
234;1,71723;6,17935;49,983; 
235;1,70688;6,19722;49,9853; 
236;1,69656;6,21505;49,9875; 
237;1,68627;6,23284;49,9893; 
238;1,67602;6,2506;49,991; 
239;1,66579;6,26833;49,9925; 
240;1,65559;6,28602;49,9938; 
241;1,64543;6,30367;49,9948; 
242;1,6353;6,32129;49,9957; 
243;1,6252;6,33888;49,9963; 
244;1,61513;6,35643;49,9968; 
245;1,60509;6,37394;49,997; 
246;1,59508;6,39142;49,9971; 
247;1,5851;6,40887;49,997; 
248;1,57516;6,42628;49,9966; 
249;1,56524;6,44366;49,9961; 
250;1,55536;6,461;49,9954; 
251;1,54551;6,47831;49,9945; 
252;1,53569;6,49558;49,9934; 
253;1,5259;6,51282;49,9921; 
254;1,51615;6,53002;49,9906; 
255;1,50642;6,54719;49,989; 
256;1,49673;6,56433;49,9872; 
257;1,48706;6,58142;49,9852; 
258;1,47743;6,59849;49,983; 
259;1,46783;6,61552;49,9806; 
260;1,45826;6,63252;49,9781; 
261;1,44872;6,64948;49,9754; 
262;1,43922;6,6664;49,9725; 
263;1,42974;6,68329;49,9694; 
